x[I]	y[I]	u[I]
0	0.0826772	200
0.0275591	0.0826772	0
0.0551181	0.0826772	0
0.0826772	0.0826772	0
0.110236	0.0826772	0
0.137795	0.0826772	0
0.165354	0.0826772	0
0.192913	0.0826772	0
0.220472	0.0826772	0
0.248031	0.0826772	0
0.275591	0.0826772	0
0.30315	0.0826772	0
0.330709	0.0826772	0
0.358268	0.0826772	0
0.385827	0.0826772	0
0.413386	0.0826772	0
0.440945	0.0826772	0
0.468504	0.0826772	0
0.496063	0.0826772	0
0.523622	0.0826772	0
0.551181	0.0826772	0
0.57874	0.0826772	0
0.606299	0.0826772	0
0.633858	0.0826772	0
0.661417	0.0826772	0
0.688976	0.0826772	0
0.716535	0.0826772	0
0.744094	0.0826772	0
0.771654	0.0826772	0
0.799213	0.0826772	0
0.826772	0.0826772	0
0.854331	0.0826772	0
0.88189	0.0826772	0
0.909449	0.0826772	0
0.937008	0.0826772	0
0.964567	0.0826772	0
0.992126	0.0826772	0
1.01969	0.0826772	0
1.04724	0.0826772	0
1.0748	0.0826772	0
1.10236	0.0826772	0
1.12992	0.0826772	0
1.15748	0.0826772	0
1.18504	0.0826772	0
1.2126	0.0826772	0
1.24016	0.0826772	0
1.26772	0.0826772	0
1.29528	0.0826772	0
1.32283	0.0826772	0
1.35039	0.0826772	0
1.37795	0.0826772	0
1.40551	0.0826772	0
1.43307	0.0826772	0
1.46063	0.0826772	0
1.48819	0.0826772	0
1.51575	0.0826772	0
1.54331	0.0826772	0
1.57087	0.0826772	0
1.59843	0.0826772	0
1.62598	0.0826772	0
1.65354	0.0826772	0
1.6811	0.0826772	0
1.70866	0.0826772	0
1.73622	0.0826772	0
1.76378	0.0826772	0
1.79134	0.0826772	0
1.8189	0.0826772	0
1.84646	0.0826772	0
1.87402	0.0826772	0
1.90157	0.0826772	0
1.92913	0.0826772	0
1.95669	0.0826772	0
1.98425	0.0826772	0
2.01181	0.0826772	0
2.03937	0.0826772	0
2.06693	0.0826772	0
2.09449	0.0826772	0
2.12205	0.0826772	0
2.14961	0.0826772	0
2.17717	0.0826772	0
2.20472	0.0826772	0
2.23228	0.0826772	0
2.25984	0.0826772	0
2.2874	0.0826772	0
2.31496	0.0826772	0
2.34252	0.0826772	0
2.37008	0.0826772	0
2.39764	0.0826772	0
2.4252	0.0826772	0
2.45276	0.0826772	0
2.48031	0.0826772	0
2.50787	0.0826772	0
2.53543	0.0826772	0
2.56299	0.0826772	0
2.59055	0.0826772	0
2.61811	0.0826772	0
2.64567	0.0826772	0
2.67323	0.0826772	0
2.70079	0.0826772	0
2.72835	0.0826772	0
2.75591	0.0826772	0
2.78346	0.0826772	0
2.81102	0.0826772	0
2.83858	0.0826772	0
2.86614	0.0826772	0
2.8937	0.0826772	0
2.92126	0.0826772	0
2.94882	0.0826772	0
2.97638	0.0826772	0
3.00394	0.0826772	0
3.0315	0.0826772	0
3.05906	0.0826772	0
3.08661	0.0826772	0
3.11417	0.0826772	0
3.14173	0.0826772	0
3.16929	0.0826772	0
3.19685	0.0826772	0
3.22441	0.0826772	0
3.25197	0.0826772	0
3.27953	0.0826772	0
3.30709	0.0826772	0
3.33465	0.0826772	0
3.3622	0.0826772	0
3.38976	0.0826772	0
3.41732	0.0826772	0
3.44488	0.0826772	0
3.47244	0.0826772	0
3.5	0.0826772	0

0	0.110236	200
0.0275591	0.110236	0
0.0551181	0.110236	0
0.0826772	0.110236	0
0.110236	0.110236	0
0.137795	0.110236	0
0.165354	0.110236	0
0.192913	0.110236	0
0.220472	0.110236	0
0.248031	0.110236	0
0.275591	0.110236	0
0.30315	0.110236	0
0.330709	0.110236	0
0.358268	0.110236	0
0.385827	0.110236	0
0.413386	0.110236	0
0.440945	0.110236	0
0.468504	0.110236	0
0.496063	0.110236	0
0.523622	0.110236	0
0.551181	0.110236	0
0.57874	0.110236	0
0.606299	0.110236	0
0.633858	0.110236	0
0.661417	0.110236	0
0.688976	0.110236	0
0.716535	0.110236	0
0.744094	0.110236	0
0.771654	0.110236	0
0.799213	0.110236	0
0.826772	0.110236	0
0.854331	0.110236	0
0.88189	0.110236	0
0.909449	0.110236	0
0.937008	0.110236	0
0.964567	0.110236	0
0.992126	0.110236	0
1.01969	0.110236	0
1.04724	0.110236	0
1.0748	0.110236	0
1.10236	0.110236	0
1.12992	0.110236	0
1.15748	0.110236	0
1.18504	0.110236	0
1.2126	0.110236	0
1.24016	0.110236	0
1.26772	0.110236	0
1.29528	0.110236	0
1.32283	0.110236	0
1.35039	0.110236	0
1.37795	0.110236	0
1.40551	0.110236	0
1.43307	0.110236	0
1.46063	0.110236	0
1.48819	0.110236	0
1.51575	0.110236	0
1.54331	0.110236	0
1.57087	0.110236	0
1.59843	0.110236	0
1.62598	0.110236	0
1.65354	0.110236	0
1.6811	0.110236	0
1.70866	0.110236	0
1.73622	0.110236	0
1.76378	0.110236	0
1.79134	0.110236	0
1.8189	0.110236	0
1.84646	0.110236	0
1.87402	0.110236	0
1.90157	0.110236	0
1.92913	0.110236	0
1.95669	0.110236	0
1.98425	0.110236	0
2.01181	0.110236	0
2.03937	0.110236	0
2.06693	0.110236	0
2.09449	0.110236	0
2.12205	0.110236	0
2.14961	0.110236	0
2.17717	0.110236	0
2.20472	0.110236	0
2.23228	0.110236	0
2.25984	0.110236	0
2.2874	0.110236	0
2.31496	0.110236	0
2.34252	0.110236	0
2.37008	0.110236	0
2.39764	0.110236	0
2.4252	0.110236	0
2.45276	0.110236	0
2.48031	0.110236	0
2.50787	0.110236	0
2.53543	0.110236	0
2.56299	0.110236	0
2.59055	0.110236	0
2.61811	0.110236	0
2.64567	0.110236	0
2.67323	0.110236	0
2.70079	0.110236	0
2.72835	0.110236	0
2.75591	0.110236	0
2.78346	0.110236	0
2.81102	0.110236	0
2.83858	0.110236	0
2.86614	0.110236	0
2.8937	0.110236	0
2.92126	0.110236	0
2.94882	0.110236	0
2.97638	0.110236	0
3.00394	0.110236	0
3.0315	0.110236	0
3.05906	0.110236	0
3.08661	0.110236	0
3.11417	0.110236	0
3.14173	0.110236	0
3.16929	0.110236	0
3.19685	0.110236	0
3.22441	0.110236	0
3.25197	0.110236	0
3.27953	0.110236	0
3.30709	0.110236	0
3.33465	0.110236	0
3.3622	0.110236	0
3.38976	0.110236	0
3.41732	0.110236	0
3.44488	0.110236	0
3.47244	0.110236	0
3.5	0.110236	0

0	0.137795	200
0.0275591	0.137795	0
0.0551181	0.137795	0
0.0826772	0.137795	0
0.110236	0.137795	0
0.137795	0.137795	0
0.165354	0.137795	0
0.192913	0.137795	0
0.220472	0.137795	0
0.248031	0.137795	0
0.275591	0.137795	0
0.30315	0.137795	0
0.330709	0.137795	0
0.358268	0.137795	0
0.385827	0.137795	0
0.413386	0.137795	0
0.440945	0.137795	0
0.468504	0.137795	0
0.496063	0.137795	0
0.523622	0.137795	0
0.551181	0.137795	0
0.57874	0.137795	0
0.606299	0.137795	0
0.633858	0.137795	0
0.661417	0.137795	0
0.688976	0.137795	0
0.716535	0.137795	0
0.744094	0.137795	0
0.771654	0.137795	0
0.799213	0.137795	0
0.826772	0.137795	0
0.854331	0.137795	0
0.88189	0.137795	0
0.909449	0.137795	0
0.937008	0.137795	0
0.964567	0.137795	0
0.992126	0.137795	0
1.01969	0.137795	0
1.04724	0.137795	0
1.0748	0.137795	0
1.10236	0.137795	0
1.12992	0.137795	0
1.15748	0.137795	0
1.18504	0.137795	0
1.2126	0.137795	0
1.24016	0.137795	0
1.26772	0.137795	0
1.29528	0.137795	0
1.32283	0.137795	0
1.35039	0.137795	0
1.37795	0.137795	0
1.40551	0.137795	0
1.43307	0.137795	0
1.46063	0.137795	0
1.48819	0.137795	0
1.51575	0.137795	0
1.54331	0.137795	0
1.57087	0.137795	0
1.59843	0.137795	0
1.62598	0.137795	0
1.65354	0.137795	0
1.6811	0.137795	0
1.70866	0.137795	0
1.73622	0.137795	0
1.76378	0.137795	0
1.79134	0.137795	0
1.8189	0.137795	0
1.84646	0.137795	0
1.87402	0.137795	0
1.90157	0.137795	0
1.92913	0.137795	0
1.95669	0.137795	0
1.98425	0.137795	0
2.01181	0.137795	0
2.03937	0.137795	0
2.06693	0.137795	0
2.09449	0.137795	0
2.12205	0.137795	0
2.14961	0.137795	0
2.17717	0.137795	0
2.20472	0.137795	0
2.23228	0.137795	0
2.25984	0.137795	0
2.2874	0.137795	0
2.31496	0.137795	0
2.34252	0.137795	0
2.37008	0.137795	0
2.39764	0.137795	0
2.4252	0.137795	0
2.45276	0.137795	0
2.48031	0.137795	0
2.50787	0.137795	0
2.53543	0.137795	0
2.56299	0.137795	0
2.59055	0.137795	0
2.61811	0.137795	0
2.64567	0.137795	0
2.67323	0.137795	0
2.70079	0.137795	0
2.72835	0.137795	0
2.75591	0.137795	0
2.78346	0.137795	0
2.81102	0.137795	0
2.83858	0.137795	0
2.86614	0.137795	0
2.8937	0.137795	0
2.92126	0.137795	0
2.94882	0.137795	0
2.97638	0.137795	0
3.00394	0.137795	0
3.0315	0.137795	0
3.05906	0.137795	0
3.08661	0.137795	0
3.11417	0.137795	0
3.14173	0.137795	0
3.16929	0.137795	0
3.19685	0.137795	0
3.22441	0.137795	0
3.25197	0.137795	0
3.27953	0.137795	0
3.30709	0.137795	0
3.33465	0.137795	0
3.3622	0.137795	0
3.38976	0.137795	0
3.41732	0.137795	0
3.44488	0.137795	0
3.47244	0.137795	0
3.5	0.137795	0

0	0.165354	200
0.0275591	0.165354	0
0.0551181	0.165354	0
0.0826772	0.165354	0
0.110236	0.165354	0
0.137795	0.165354	0
0.165354	0.165354	0
0.192913	0.165354	0
0.220472	0.165354	0
0.248031	0.165354	0
0.275591	0.165354	0
0.30315	0.165354	0
0.330709	0.165354	0
0.358268	0.165354	0
0.385827	0.165354	0
0.413386	0.165354	0
0.440945	0.165354	0
0.468504	0.165354	0
0.496063	0.165354	0
0.523622	0.165354	0
0.551181	0.165354	0
0.57874	0.165354	0
0.606299	0.165354	0
0.633858	0.165354	0
0.661417	0.165354	0
0.688976	0.165354	0
0.716535	0.165354	0
0.744094	0.165354	0
0.771654	0.165354	0
0.799213	0.165354	0
0.826772	0.165354	0
0.854331	0.165354	0
0.88189	0.165354	0
0.909449	0.165354	0
0.937008	0.165354	0
0.964567	0.165354	0
0.992126	0.165354	0
1.01969	0.165354	0
1.04724	0.165354	0
1.0748	0.165354	0
1.10236	0.165354	0
1.12992	0.165354	0
1.15748	0.165354	0
1.18504	0.165354	0
1.2126	0.165354	0
1.24016	0.165354	0
1.26772	0.165354	0
1.29528	0.165354	0
1.32283	0.165354	0
1.35039	0.165354	0
1.37795	0.165354	0
1.40551	0.165354	0
1.43307	0.165354	0
1.46063	0.165354	0
1.48819	0.165354	0
1.51575	0.165354	0
1.54331	0.165354	0
1.57087	0.165354	0
1.59843	0.165354	0
1.62598	0.165354	0
1.65354	0.165354	0
1.6811	0.165354	0
1.70866	0.165354	0
1.73622	0.165354	0
1.76378	0.165354	0
1.79134	0.165354	0
1.8189	0.165354	0
1.84646	0.165354	0
1.87402	0.165354	0
1.90157	0.165354	0
1.92913	0.165354	0
1.95669	0.165354	0
1.98425	0.165354	0
2.01181	0.165354	0
2.03937	0.165354	0
2.06693	0.165354	0
2.09449	0.165354	0
2.12205	0.165354	0
2.14961	0.165354	0
2.17717	0.165354	0
2.20472	0.165354	0
2.23228	0.165354	0
2.25984	0.165354	0
2.2874	0.165354	0
2.31496	0.165354	0
2.34252	0.165354	0
2.37008	0.165354	0
2.39764	0.165354	0
2.4252	0.165354	0
2.45276	0.165354	0
2.48031	0.165354	0
2.50787	0.165354	0
2.53543	0.165354	0
2.56299	0.165354	0
2.59055	0.165354	0
2.61811	0.165354	0
2.64567	0.165354	0
2.67323	0.165354	0
2.70079	0.165354	0
2.72835	0.165354	0
2.75591	0.165354	0
2.78346	0.165354	0
2.81102	0.165354	0
2.83858	0.165354	0
2.86614	0.165354	0
2.8937	0.165354	0
2.92126	0.165354	0
2.94882	0.165354	0
2.97638	0.165354	0
3.00394	0.165354	0
3.0315	0.165354	0
3.05906	0.165354	0
3.08661	0.165354	0
3.11417	0.165354	0
3.14173	0.165354	0
3.16929	0.165354	0
3.19685	0.165354	0
3.22441	0.165354	0
3.25197	0.165354	0
3.27953	0.165354	0
3.30709	0.165354	0
3.33465	0.165354	0
3.3622	0.165354	0
3.38976	0.165354	0
3.41732	0.165354	0
3.44488	0.165354	0
3.47244	0.165354	0
3.5	0.165354	0

0	0.192913	200
0.0275591	0.192913	0
0.0551181	0.192913	0
0.0826772	0.192913	0
0.110236	0.192913	0
0.137795	0.192913	0
0.165354	0.192913	0
0.192913	0.192913	0
0.220472	0.192913	0
0.248031	0.192913	0
0.275591	0.192913	0
0.30315	0.192913	0
0.330709	0.192913	0
0.358268	0.192913	0
0.385827	0.192913	0
0.413386	0.192913	0
0.440945	0.192913	0
0.468504	0.192913	0
0.496063	0.192913	0
0.523622	0.192913	0
0.551181	0.192913	0
0.57874	0.192913	0
0.606299	0.192913	0
0.633858	0.192913	0
0.661417	0.192913	0
0.688976	0.192913	0
0.716535	0.192913	0
0.744094	0.192913	0
0.771654	0.192913	0
0.799213	0.192913	0
0.826772	0.192913	0
0.854331	0.192913	0
0.88189	0.192913	0
0.909449	0.192913	0
0.937008	0.192913	0
0.964567	0.192913	0
0.992126	0.192913	0
1.01969	0.192913	0
1.04724	0.192913	0
1.0748	0.192913	0
1.10236	0.192913	0
1.12992	0.192913	0
1.15748	0.192913	0
1.18504	0.192913	0
1.2126	0.192913	0
1.24016	0.192913	0
1.26772	0.192913	0
1.29528	0.192913	0
1.32283	0.192913	0
1.35039	0.192913	0
1.37795	0.192913	0
1.40551	0.192913	0
1.43307	0.192913	0
1.46063	0.192913	0
1.48819	0.192913	0
1.51575	0.192913	0
1.54331	0.192913	0
1.57087	0.192913	0
1.59843	0.192913	0
1.62598	0.192913	0
1.65354	0.192913	0
1.6811	0.192913	0
1.70866	0.192913	0
1.73622	0.192913	0
1.76378	0.192913	0
1.79134	0.192913	0
1.8189	0.192913	0
1.84646	0.192913	0
1.87402	0.192913	0
1.90157	0.192913	0
1.92913	0.192913	0
1.95669	0.192913	0
1.98425	0.192913	0
2.01181	0.192913	0
2.03937	0.192913	0
2.06693	0.192913	0
2.09449	0.192913	0
2.12205	0.192913	0
2.14961	0.192913	0
2.17717	0.192913	0
2.20472	0.192913	0
2.23228	0.192913	0
2.25984	0.192913	0
2.2874	0.192913	0
2.31496	0.192913	0
2.34252	0.192913	0
2.37008	0.192913	0
2.39764	0.192913	0
2.4252	0.192913	0
2.45276	0.192913	0
2.48031	0.192913	0
2.50787	0.192913	0
2.53543	0.192913	0
2.56299	0.192913	0
2.59055	0.192913	0
2.61811	0.192913	0
2.64567	0.192913	0
2.67323	0.192913	0
2.70079	0.192913	0
2.72835	0.192913	0
2.75591	0.192913	0
2.78346	0.192913	0
2.81102	0.192913	0
2.83858	0.192913	0
2.86614	0.192913	0
2.8937	0.192913	0
2.92126	0.192913	0
2.94882	0.192913	0
2.97638	0.192913	0
3.00394	0.192913	0
3.0315	0.192913	0
3.05906	0.192913	0
3.08661	0.192913	0
3.11417	0.192913	0
3.14173	0.192913	0
3.16929	0.192913	0
3.19685	0.192913	0
3.22441	0.192913	0
3.25197	0.192913	0
3.27953	0.192913	0
3.30709	0.192913	0
3.33465	0.192913	0
3.3622	0.192913	0
3.38976	0.192913	0
3.41732	0.192913	0
3.44488	0.192913	0
3.47244	0.192913	0
3.5	0.192913	0

0	0.220472	200
0.0275591	0.220472	0
0.0551181	0.220472	0
0.0826772	0.220472	0
0.110236	0.220472	0
0.137795	0.220472	0
0.165354	0.220472	0
0.192913	0.220472	0
0.220472	0.220472	0
0.248031	0.220472	0
0.275591	0.220472	0
0.30315	0.220472	0
0.330709	0.220472	0
0.358268	0.220472	0
0.385827	0.220472	0
0.413386	0.220472	0
0.440945	0.220472	0
0.468504	0.220472	0
0.496063	0.220472	0
0.523622	0.220472	0
0.551181	0.220472	0
0.57874	0.220472	0
0.606299	0.220472	0
0.633858	0.220472	0
0.661417	0.220472	0
0.688976	0.220472	0
0.716535	0.220472	0
0.744094	0.220472	0
0.771654	0.220472	0
0.799213	0.220472	0
0.826772	0.220472	0
0.854331	0.220472	0
0.88189	0.220472	0
0.909449	0.220472	0
0.937008	0.220472	0
0.964567	0.220472	0
0.992126	0.220472	0
1.01969	0.220472	0
1.04724	0.220472	0
1.0748	0.220472	0
1.10236	0.220472	0
1.12992	0.220472	0
1.15748	0.220472	0
1.18504	0.220472	0
1.2126	0.220472	0
1.24016	0.220472	0
1.26772	0.220472	0
1.29528	0.220472	0
1.32283	0.220472	0
1.35039	0.220472	0
1.37795	0.220472	0
1.40551	0.220472	0
1.43307	0.220472	0
1.46063	0.220472	0
1.48819	0.220472	0
1.51575	0.220472	0
1.54331	0.220472	0
1.57087	0.220472	0
1.59843	0.220472	0
1.62598	0.220472	0
1.65354	0.220472	0
1.6811	0.220472	0
1.70866	0.220472	0
1.73622	0.220472	0
1.76378	0.220472	0
1.79134	0.220472	0
1.8189	0.220472	0
1.84646	0.220472	0
1.87402	0.220472	0
1.90157	0.220472	0
1.92913	0.220472	0
1.95669	0.220472	0
1.98425	0.220472	0
2.01181	0.220472	0
2.03937	0.220472	0
2.06693	0.220472	0
2.09449	0.220472	0
2.12205	0.220472	0
2.14961	0.220472	0
2.17717	0.220472	0
2.20472	0.220472	0
2.23228	0.220472	0
2.25984	0.220472	0
2.2874	0.220472	0
2.31496	0.220472	0
2.34252	0.220472	0
2.37008	0.220472	0
2.39764	0.220472	0
2.4252	0.220472	0
2.45276	0.220472	0
2.48031	0.220472	0
2.50787	0.220472	0
2.53543	0.220472	0
2.56299	0.220472	0
2.59055	0.220472	0
2.61811	0.220472	0
2.64567	0.220472	0
2.67323	0.220472	0
2.70079	0.220472	0
2.72835	0.220472	0
2.75591	0.220472	0
2.78346	0.220472	0
2.81102	0.220472	0
2.83858	0.220472	0
2.86614	0.220472	0
2.8937	0.220472	0
2.92126	0.220472	0
2.94882	0.220472	0
2.97638	0.220472	0
3.00394	0.220472	0
3.0315	0.220472	0
3.05906	0.220472	0
3.08661	0.220472	0
3.11417	0.220472	0
3.14173	0.220472	0
3.16929	0.220472	0
3.19685	0.220472	0
3.22441	0.220472	0
3.25197	0.220472	0
3.27953	0.220472	0
3.30709	0.220472	0
3.33465	0.220472	0
3.3622	0.220472	0
3.38976	0.220472	0
3.41732	0.220472	0
3.44488	0.220472	0
3.47244	0.220472	0
3.5	0.220472	0

0	0.248031	200
0.0275591	0.248031	0
0.0551181	0.248031	0
0.0826772	0.248031	0
0.110236	0.248031	0
0.137795	0.248031	0
0.165354	0.248031	0
0.192913	0.248031	0
0.220472	0.248031	0
0.248031	0.248031	0
0.275591	0.248031	0
0.30315	0.248031	0
