x[I]	y[I]	u[I]
0.992126	0.606299	0
1.01969	0.606299	0
1.04724	0.606299	0
1.0748	0.606299	0
1.10236	0.606299	0
1.12992	0.606299	0
1.15748	0.606299	0
1.18504	0.606299	0
1.2126	0.606299	0
1.24016	0.606299	0
1.26772	0.606299	0
1.29528	0.606299	0
1.32283	0.606299	0
1.35039	0.606299	0
1.37795	0.606299	0
1.40551	0.606299	0
1.43307	0.606299	0
1.46063	0.606299	0
1.48819	0.606299	0
1.51575	0.606299	0
1.54331	0.606299	0
1.57087	0.606299	0
1.59843	0.606299	0
1.62598	0.606299	0
1.65354	0.606299	0
1.6811	0.606299	0
1.70866	0.606299	0
1.73622	0.606299	0
1.76378	0.606299	0
1.79134	0.606299	0
1.8189	0.606299	0
1.84646	0.606299	0
1.87402	0.606299	0
1.90157	0.606299	0
1.92913	0.606299	0
1.95669	0.606299	0
1.98425	0.606299	0
2.01181	0.606299	0
2.03937	0.606299	0
2.06693	0.606299	0
2.09449	0.606299	0
2.12205	0.606299	0
2.14961	0.606299	0
2.17717	0.606299	0
2.20472	0.606299	0
2.23228	0.606299	0
2.25984	0.606299	0
2.2874	0.606299	0
2.31496	0.606299	0
2.34252	0.606299	0
2.37008	0.606299	0
2.39764	0.606299	0
2.4252	0.606299	0
2.45276	0.606299	0
2.48031	0.606299	0
2.50787	0.606299	0
2.53543	0.606299	0
2.56299	0.606299	0
2.59055	0.606299	0
2.61811	0.606299	0
2.64567	0.606299	0
2.67323	0.606299	0
2.70079	0.606299	0
2.72835	0.606299	0
2.75591	0.606299	0
2.78346	0.606299	0
2.81102	0.606299	0
2.83858	0.606299	0
2.86614	0.606299	0
2.8937	0.606299	0
2.92126	0.606299	0
2.94882	0.606299	0
2.97638	0.606299	0
3.00394	0.606299	0
3.0315	0.606299	0
3.05906	0.606299	0
3.08661	0.606299	0
3.11417	0.606299	0
3.14173	0.606299	0
3.16929	0.606299	0
3.19685	0.606299	0
3.22441	0.606299	0
3.25197	0.606299	0
3.27953	0.606299	0
3.30709	0.606299	0
3.33465	0.606299	0
3.3622	0.606299	0
3.38976	0.606299	0
3.41732	0.606299	0
3.44488	0.606299	0
3.47244	0.606299	0
3.5	0.606299	0

0	0.633858	200
0.0275591	0.633858	0
0.0551181	0.633858	0
0.0826772	0.633858	0
0.110236	0.633858	0
0.137795	0.633858	0
0.165354	0.633858	0
0.192913	0.633858	0
0.220472	0.633858	0
0.248031	0.633858	0
0.275591	0.633858	0
0.30315	0.633858	0
0.330709	0.633858	0
0.358268	0.633858	0
0.385827	0.633858	0
0.413386	0.633858	0
0.440945	0.633858	0
0.468504	0.633858	0
0.496063	0.633858	0
0.523622	0.633858	0
0.551181	0.633858	0
0.57874	0.633858	0
0.606299	0.633858	0
0.633858	0.633858	0
0.661417	0.633858	0
0.688976	0.633858	0
0.716535	0.633858	0
0.744094	0.633858	0
0.771654	0.633858	0
0.799213	0.633858	0
0.826772	0.633858	0
0.854331	0.633858	0
0.88189	0.633858	0
0.909449	0.633858	0
0.937008	0.633858	0
0.964567	0.633858	0
0.992126	0.633858	0
1.01969	0.633858	0
1.04724	0.633858	0
1.0748	0.633858	0
1.10236	0.633858	0
1.12992	0.633858	0
1.15748	0.633858	0
1.18504	0.633858	0
1.2126	0.633858	0
1.24016	0.633858	0
1.26772	0.633858	0
1.29528	0.633858	0
1.32283	0.633858	0
1.35039	0.633858	0
1.37795	0.633858	0
1.40551	0.633858	0
1.43307	0.633858	0
1.46063	0.633858	0
1.48819	0.633858	0
1.51575	0.633858	0
1.54331	0.633858	0
1.57087	0.633858	0
1.59843	0.633858	0
1.62598	0.633858	0
1.65354	0.633858	0
1.6811	0.633858	0
1.70866	0.633858	0
1.73622	0.633858	0
1.76378	0.633858	0
1.79134	0.633858	0
1.8189	0.633858	0
1.84646	0.633858	0
1.87402	0.633858	0
1.90157	0.633858	0
1.92913	0.633858	0
1.95669	0.633858	0
1.98425	0.633858	0
2.01181	0.633858	0
2.03937	0.633858	0
2.06693	0.633858	0
2.09449	0.633858	0
2.12205	0.633858	0
2.14961	0.633858	0
2.17717	0.633858	0
2.20472	0.633858	0
2.23228	0.633858	0
2.25984	0.633858	0
2.2874	0.633858	0
2.31496	0.633858	0
2.34252	0.633858	0
2.37008	0.633858	0
2.39764	0.633858	0
2.4252	0.633858	0
2.45276	0.633858	0
2.48031	0.633858	0
2.50787	0.633858	0
2.53543	0.633858	0
2.56299	0.633858	0
2.59055	0.633858	0
2.61811	0.633858	0
2.64567	0.633858	0
2.67323	0.633858	0
2.70079	0.633858	0
2.72835	0.633858	0
2.75591	0.633858	0
2.78346	0.633858	0
2.81102	0.633858	0
2.83858	0.633858	0
2.86614	0.633858	0
2.8937	0.633858	0
2.92126	0.633858	0
2.94882	0.633858	0
2.97638	0.633858	0
3.00394	0.633858	0
3.0315	0.633858	0
3.05906	0.633858	0
3.08661	0.633858	0
3.11417	0.633858	0
3.14173	0.633858	0
3.16929	0.633858	0
3.19685	0.633858	0
3.22441	0.633858	0
3.25197	0.633858	0
3.27953	0.633858	0
3.30709	0.633858	0
3.33465	0.633858	0
3.3622	0.633858	0
3.38976	0.633858	0
3.41732	0.633858	0
3.44488	0.633858	0
3.47244	0.633858	0
3.5	0.633858	0

0	0.661417	200
0.0275591	0.661417	0
0.0551181	0.661417	0
0.0826772	0.661417	0
0.110236	0.661417	0
0.137795	0.661417	0
0.165354	0.661417	0
0.192913	0.661417	0
0.220472	0.661417	0
0.248031	0.661417	0
0.275591	0.661417	0
0.30315	0.661417	0
0.330709	0.661417	0
0.358268	0.661417	0
0.385827	0.661417	0
0.413386	0.661417	0
0.440945	0.661417	0
0.468504	0.661417	0
0.496063	0.661417	0
0.523622	0.661417	0
0.551181	0.661417	0
0.57874	0.661417	0
0.606299	0.661417	0
0.633858	0.661417	0
0.661417	0.661417	0
0.688976	0.661417	0
0.716535	0.661417	0
0.744094	0.661417	0
0.771654	0.661417	0
0.799213	0.661417	0
0.826772	0.661417	0
0.854331	0.661417	0
0.88189	0.661417	0
0.909449	0.661417	0
0.937008	0.661417	0
0.964567	0.661417	0
0.992126	0.661417	0
1.01969	0.661417	0
1.04724	0.661417	0
1.0748	0.661417	0
1.10236	0.661417	0
1.12992	0.661417	0
1.15748	0.661417	0
1.18504	0.661417	0
1.2126	0.661417	0
1.24016	0.661417	0
1.26772	0.661417	0
1.29528	0.661417	0
1.32283	0.661417	0
1.35039	0.661417	0
1.37795	0.661417	0
1.40551	0.661417	0
1.43307	0.661417	0
1.46063	0.661417	0
1.48819	0.661417	0
1.51575	0.661417	0
1.54331	0.661417	0
1.57087	0.661417	0
1.59843	0.661417	0
1.62598	0.661417	0
1.65354	0.661417	0
1.6811	0.661417	0
1.70866	0.661417	0
1.73622	0.661417	0
1.76378	0.661417	0
1.79134	0.661417	0
1.8189	0.661417	0
1.84646	0.661417	0
1.87402	0.661417	0
1.90157	0.661417	0
1.92913	0.661417	0
1.95669	0.661417	0
1.98425	0.661417	0
2.01181	0.661417	0
2.03937	0.661417	0
2.06693	0.661417	0
2.09449	0.661417	0
2.12205	0.661417	0
2.14961	0.661417	0
2.17717	0.661417	0
2.20472	0.661417	0
2.23228	0.661417	0
2.25984	0.661417	0
2.2874	0.661417	0
2.31496	0.661417	0
2.34252	0.661417	0
2.37008	0.661417	0
2.39764	0.661417	0
2.4252	0.661417	0
2.45276	0.661417	0
2.48031	0.661417	0
2.50787	0.661417	0
2.53543	0.661417	0
2.56299	0.661417	0
2.59055	0.661417	0
2.61811	0.661417	0
2.64567	0.661417	0
2.67323	0.661417	0
2.70079	0.661417	0
2.72835	0.661417	0
2.75591	0.661417	0
2.78346	0.661417	0
2.81102	0.661417	0
2.83858	0.661417	0
2.86614	0.661417	0
2.8937	0.661417	0
2.92126	0.661417	0
2.94882	0.661417	0
2.97638	0.661417	0
3.00394	0.661417	0
3.0315	0.661417	0
3.05906	0.661417	0
3.08661	0.661417	0
3.11417	0.661417	0
3.14173	0.661417	0
3.16929	0.661417	0
3.19685	0.661417	0
3.22441	0.661417	0
3.25197	0.661417	0
3.27953	0.661417	0
3.30709	0.661417	0
3.33465	0.661417	0
3.3622	0.661417	0
3.38976	0.661417	0
3.41732	0.661417	0
3.44488	0.661417	0
3.47244	0.661417	0
3.5	0.661417	0

0	0.688976	200
0.0275591	0.688976	0
0.0551181	0.688976	0
0.0826772	0.688976	0
0.110236	0.688976	0
0.137795	0.688976	0
0.165354	0.688976	0
0.192913	0.688976	0
0.220472	0.688976	0
0.248031	0.688976	0
0.275591	0.688976	0
0.30315	0.688976	0
0.330709	0.688976	0
0.358268	0.688976	0
0.385827	0.688976	0
0.413386	0.688976	0
0.440945	0.688976	0
0.468504	0.688976	0
0.496063	0.688976	0
0.523622	0.688976	0
0.551181	0.688976	0
0.57874	0.688976	0
0.606299	0.688976	0
0.633858	0.688976	0
0.661417	0.688976	0
0.688976	0.688976	0
0.716535	0.688976	0
0.744094	0.688976	0
0.771654	0.688976	0
0.799213	0.688976	0
0.826772	0.688976	0
0.854331	0.688976	0
0.88189	0.688976	0
0.909449	0.688976	0
0.937008	0.688976	0
0.964567	0.688976	0
0.992126	0.688976	0
1.01969	0.688976	0
1.04724	0.688976	0
1.0748	0.688976	0
1.10236	0.688976	0
1.12992	0.688976	0
1.15748	0.688976	0
1.18504	0.688976	0
1.2126	0.688976	0
1.24016	0.688976	0
1.26772	0.688976	0
1.29528	0.688976	0
1.32283	0.688976	0
1.35039	0.688976	0
1.37795	0.688976	0
1.40551	0.688976	0
1.43307	0.688976	0
1.46063	0.688976	0
1.48819	0.688976	0
1.51575	0.688976	0
1.54331	0.688976	0
1.57087	0.688976	0
1.59843	0.688976	0
1.62598	0.688976	0
1.65354	0.688976	0
1.6811	0.688976	0
1.70866	0.688976	0
1.73622	0.688976	0
1.76378	0.688976	0
1.79134	0.688976	0
1.8189	0.688976	0
1.84646	0.688976	0
1.87402	0.688976	0
1.90157	0.688976	0
1.92913	0.688976	0
1.95669	0.688976	0
1.98425	0.688976	0
2.01181	0.688976	0
2.03937	0.688976	0
2.06693	0.688976	0
2.09449	0.688976	0
2.12205	0.688976	0
2.14961	0.688976	0
2.17717	0.688976	0
2.20472	0.688976	0
2.23228	0.688976	0
2.25984	0.688976	0
2.2874	0.688976	0
2.31496	0.688976	0
2.34252	0.688976	0
2.37008	0.688976	0
2.39764	0.688976	0
2.4252	0.688976	0
2.45276	0.688976	0
2.48031	0.688976	0
2.50787	0.688976	0
2.53543	0.688976	0
2.56299	0.688976	0
2.59055	0.688976	0
2.61811	0.688976	0
2.64567	0.688976	0
2.67323	0.688976	0
2.70079	0.688976	0
2.72835	0.688976	0
2.75591	0.688976	0
2.78346	0.688976	0
2.81102	0.688976	0
2.83858	0.688976	0
2.86614	0.688976	0
2.8937	0.688976	0
2.92126	0.688976	0
2.94882	0.688976	0
2.97638	0.688976	0
3.00394	0.688976	0
3.0315	0.688976	0
3.05906	0.688976	0
3.08661	0.688976	0
3.11417	0.688976	0
3.14173	0.688976	0
3.16929	0.688976	0
3.19685	0.688976	0
3.22441	0.688976	0
3.25197	0.688976	0
3.27953	0.688976	0
3.30709	0.688976	0
3.33465	0.688976	0
3.3622	0.688976	0
3.38976	0.688976	0
3.41732	0.688976	0
3.44488	0.688976	0
3.47244	0.688976	0
3.5	0.688976	0

0	0.716535	200
0.0275591	0.716535	0
0.0551181	0.716535	0
0.0826772	0.716535	0
0.110236	0.716535	0
0.137795	0.716535	0
0.165354	0.716535	0
0.192913	0.716535	0
0.220472	0.716535	0
0.248031	0.716535	0
0.275591	0.716535	0
0.30315	0.716535	0
0.330709	0.716535	0
0.358268	0.716535	0
0.385827	0.716535	0
0.413386	0.716535	0
0.440945	0.716535	0
0.468504	0.716535	0
0.496063	0.716535	0
0.523622	0.716535	0
0.551181	0.716535	0
0.57874	0.716535	0
0.606299	0.716535	0
0.633858	0.716535	0
0.661417	0.716535	0
0.688976	0.716535	0
0.716535	0.716535	0
0.744094	0.716535	0
0.771654	0.716535	0
0.799213	0.716535	0
0.826772	0.716535	0
0.854331	0.716535	0
0.88189	0.716535	0
0.909449	0.716535	0
0.937008	0.716535	0
0.964567	0.716535	0
0.992126	0.716535	0
1.01969	0.716535	0
1.04724	0.716535	0
1.0748	0.716535	0
1.10236	0.716535	0
1.12992	0.716535	0
1.15748	0.716535	0
1.18504	0.716535	0
1.2126	0.716535	0
1.24016	0.716535	0
1.26772	0.716535	0
1.29528	0.716535	0
1.32283	0.716535	0
1.35039	0.716535	0
1.37795	0.716535	0
1.40551	0.716535	0
1.43307	0.716535	0
1.46063	0.716535	0
1.48819	0.716535	0
1.51575	0.716535	0
1.54331	0.716535	0
1.57087	0.716535	0
1.59843	0.716535	0
1.62598	0.716535	0
1.65354	0.716535	0
1.6811	0.716535	0
1.70866	0.716535	0
1.73622	0.716535	0
1.76378	0.716535	0
1.79134	0.716535	0
1.8189	0.716535	0
1.84646	0.716535	0
1.87402	0.716535	0
1.90157	0.716535	0
1.92913	0.716535	0
1.95669	0.716535	0
1.98425	0.716535	0
2.01181	0.716535	0
2.03937	0.716535	0
2.06693	0.716535	0
2.09449	0.716535	0
2.12205	0.716535	0
2.14961	0.716535	0
2.17717	0.716535	0
2.20472	0.716535	0
2.23228	0.716535	0
2.25984	0.716535	0
2.2874	0.716535	0
2.31496	0.716535	0
2.34252	0.716535	0
2.37008	0.716535	0
2.39764	0.716535	0
2.4252	0.716535	0
2.45276	0.716535	0
2.48031	0.716535	0
2.50787	0.716535	0
2.53543	0.716535	0
2.56299	0.716535	0
2.59055	0.716535	0
2.61811	0.716535	0
2.64567	0.716535	0
2.67323	0.716535	0
2.70079	0.716535	0
2.72835	0.716535	0
2.75591	0.716535	0
2.78346	0.716535	0
2.81102	0.716535	0
2.83858	0.716535	0
2.86614	0.716535	0
2.8937	0.716535	0
2.92126	0.716535	0
2.94882	0.716535	0
2.97638	0.716535	0
3.00394	0.716535	0
3.0315	0.716535	0
3.05906	0.716535	0
3.08661	0.716535	0
3.11417	0.716535	0
3.14173	0.716535	0
3.16929	0.716535	0
3.19685	0.716535	0
3.22441	0.716535	0
3.25197	0.716535	0
3.27953	0.716535	0
3.30709	0.716535	0
3.33465	0.716535	0
3.3622	0.716535	0
3.38976	0.716535	0
3.41732	0.716535	0
3.44488	0.716535	0
3.47244	0.716535	0
3.5	0.716535	0

0	0.744094	200
0.0275591	0.744094	0
0.0551181	0.744094	0
0.0826772	0.744094	0
0.110236	0.744094	0
0.137795	0.744094	0
0.165354	0.744094	0
0.192913	0.744094	0
0.220472	0.744094	0
0.248031	0.744094	0
0.275591	0.744094	0
0.30315	0.744094	0
0.330709	0.744094	0
0.358268	0.744094	0
0.385827	0.744094	0
0.413386	0.744094	0
0.440945	0.744094	0
0.468504	0.744094	0
0.496063	0.744094	0
0.523622	0.744094	0
0.551181	0.744094	0
0.57874	0.744094	0
0.606299	0.744094	0
0.633858	0.744094	0
0.661417	0.744094	0
0.688976	0.744094	0
0.716535	0.744094	0
0.744094	0.744094	0
0.771654	0.744094	0
0.799213	0.744094	0
0.826772	0.744094	0
0.854331	0.744094	0
0.88189	0.744094	0
0.909449	0.744094	0
0.937008	0.744094	0
0.964567	0.744094	0
0.992126	0.744094	0
1.01969	0.744094	0
1.04724	0.744094	0
1.0748	0.744094	0
1.10236	0.744094	0
1.12992	0.744094	0
1.15748	0.744094	0
1.18504	0.744094	0
1.2126	0.744094	0
1.24016	0.744094	0
1.26772	0.744094	0
1.29528	0.744094	0
1.32283	0.744094	0
1.35039	0.744094	0
1.37795	0.744094	0
1.40551	0.744094	0
1.43307	0.744094	0
1.46063	0.744094	0
1.48819	0.744094	0
1.51575	0.744094	0
1.54331	0.744094	0
1.57087	0.744094	0
1.59843	0.744094	0
1.62598	0.744094	0
1.65354	0.744094	0
1.6811	0.744094	0
1.70866	0.744094	0
1.73622	0.744094	0
1.76378	0.744094	0
1.79134	0.744094	0
1.8189	0.744094	0
1.84646	0.744094	0
1.87402	0.744094	0
1.90157	0.744094	0
1.92913	0.744094	0
1.95669	0.744094	0
1.98425	0.744094	0
2.01181	0.744094	0
2.03937	0.744094	0
2.06693	0.744094	0
2.09449	0.744094	0
2.12205	0.744094	0
2.14961	0.744094	0
2.17717	0.744094	0
2.20472	0.744094	0
2.23228	0.744094	0
2.25984	0.744094	0
2.2874	0.744094	0
2.31496	0.744094	0
2.34252	0.744094	0
2.37008	0.744094	0
2.39764	0.744094	0
2.4252	0.744094	0
2.45276	0.744094	0
2.48031	0.744094	0
2.50787	0.744094	0
2.53543	0.744094	0
2.56299	0.744094	0
2.59055	0.744094	0
2.61811	0.744094	0
2.64567	0.744094	0
2.67323	0.744094	0
2.70079	0.744094	0
2.72835	0.744094	0
2.75591	0.744094	0
2.78346	0.744094	0
2.81102	0.744094	0
2.83858	0.744094	0
2.86614	0.744094	0
2.8937	0.744094	0
2.92126	0.744094	0
2.94882	0.744094	0
2.97638	0.744094	0
3.00394	0.744094	0
3.0315	0.744094	0
3.05906	0.744094	0
3.08661	0.744094	0
3.11417	0.744094	0
3.14173	0.744094	0
3.16929	0.744094	0
3.19685	0.744094	0
3.22441	0.744094	0
3.25197	0.744094	0
3.27953	0.744094	0
3.30709	0.744094	0
3.33465	0.744094	0
3.3622	0.744094	0
3.38976	0.744094	0
3.41732	0.744094	0
3.44488	0.744094	0
3.47244	0.744094	0
3.5	0.744094	0

0	0.771654	200
0.0275591	0.771654	0
0.0551181	0.771654	0
0.0826772	0.771654	0
0.110236	0.771654	0
0.137795	0.771654	0
0.165354	0.771654	0
0.192913	0.771654	0
0.220472	0.771654	0
0.248031	0.771654	0
0.275591	0.771654	0
0.30315	0.771654	0
0.330709	0.771654	0
0.358268	0.771654	0
0.385827	0.771654	0
0.413386	0.771654	0
0.440945	0.771654	0
0.468504	0.771654	0
0.496063	0.771654	0
0.523622	0.771654	0
0.551181	0.771654	0
0.57874	0.771654	0
0.606299	0.771654	0
0.633858	0.771654	0
0.661417	0.771654	0
0.688976	0.771654	0
0.716535	0.771654	0
0.744094	0.771654	0
0.771654	0.771654	0
0.799213	0.771654	0
0.826772	0.771654	0
0.854331	0.771654	0
0.88189	0.771654	0
0.909449	0.771654	0
0.937008	0.771654	0
0.964567	0.771654	0
0.992126	0.771654	0
1.01969	0.771654	0
1.04724	0.771654	0
1.0748	0.771654	0
1.10236	0.771654	0
1.12992	0.771654	0
1.15748	0.771654	0
1.18504	0.771654	0
1.2126	0.771654	0
1.24016	0.771654	0
1.26772	0.771654	0
1.29528	0.771654	0
1.32283	0.771654	0
1.35039	0.771654	0
1.37795	0.771654	0
1.40551	0.771654	0
1.43307	0.771654	0
1.46063	0.771654	0
1.48819	0.771654	0
1.51575	0.771654	0
1.54331	0.771654	0
1.57087	0.771654	0
1.59843	0.771654	0
1.62598	0.771654	0
1.65354	0.771654	0
1.6811	0.771654	0
1.70866	0.771654	0
1.73622	0.771654	0
1.76378	0.771654	0
1.79134	0.771654	0
1.8189	0.771654	0
1.84646	0.771654	0
1.87402	0.771654	0
1.90157	0.771654	0
1.92913	0.771654	0
1.95669	0.771654	0
1.98425	0.771654	0
2.01181	0.771654	0
2.03937	0.771654	0
2.06693	0.771654	0
2.09449	0.771654	0
2.12205	0.771654	0
2.14961	0.771654	0
2.17717	0.771654	0
2.20472	0.771654	0
2.23228	0.771654	0
2.25984	0.771654	0
2.2874	0.771654	0
2.31496	0.771654	0
2.34252	0.771654	0
2.37008	0.771654	0
2.39764	0.771654	0
2.4252	0.771654	0
2.45276	0.771654	0
2.48031	0.771654	0
2.50787	0.771654	0
2.53543	0.771654	0
2.56299	0.771654	0
2.59055	0.771654	0
2.61811	0.771654	0
2.64567	0.771654	0
2.67323	0.771654	0
2.70079	0.771654	0
2.72835	0.771654	0
2.75591	0.771654	0
2.78346	0.771654	0
2.81102	0.771654	0
2.83858	0.771654	0
2.86614	0.771654	0
2.8937	0.771654	0
2.92126	0.771654	0
2.94882	0.771654	0
2.97638	0.771654	0
3.00394	0.771654	0
3.0315	0.771654	0
3.05906	0.771654	0
3.08661	0.771654	0
3.11417	0.771654	0
3.14173	0.771654	0
3.16929	0.771654	0
3.19685	0.771654	0
3.22441	0.771654	0
3.25197	0.771654	0
3.27953	0.771654	0
3.30709	0.771654	0
3.33465	0.771654	0
3.3622	0.771654	0
3.38976	0.771654	0
3.41732	0.771654	0
3.44488	0.771654	0
3.47244	0.771654	0
3.5	0.771654	0

0	0.799213	200
0.0275591	0.799213	0
0.0551181	0.799213	0
0.0826772	0.799213	0
0.110236	0.799213	0
0.137795	0.799213	0
0.165354	0.799213	0
0.192913	0.799213	0
0.220472	0.799213	0
0.248031	0.799213	0
0.275591	0.799213	0
0.30315	0.799213	0
0.330709	0.799213	0
0.358268	0.799213	0
0.385827	0.799213	0
0.413386	0.799213	0
0.440945	0.799213	0
0.468504	0.799213	0
0.496063	0.799213	0
0.523622	0.799213	0
0.551181	0.799213	0
0.57874	0.799213	0
0.606299	0.799213	0
0.633858	0.799213	0
0.661417	0.799213	0
0.688976	0.799213	0
0.716535	0.799213	0
0.744094	0.799213	0
0.771654	0.799213	0
0.799213	0.799213	0
0.826772	0.799213	0
0.854331	0.799213	0
0.88189	0.799213	0
0.909449	0.799213	0
0.937008	0.799213	0
0.964567	0.799213	0
0.992126	0.799213	0
1.01969	0.799213	0
1.04724	0.799213	0
1.0748	0.799213	0
1.10236	0.799213	0
1.12992	0.799213	0
1.15748	0.799213	0
1.18504	0.799213	0
1.2126	0.799213	0
1.24016	0.799213	0
1.26772	0.799213	0
1.29528	0.799213	0
1.32283	0.799213	0
1.35039	0.799213	0
1.37795	0.799213	0
1.40551	0.799213	0
1.43307	0.799213	0
1.46063	0.799213	0
1.48819	0.799213	0
1.51575	0.799213	0
1.54331	0.799213	0
1.57087	0.799213	0
1.59843	0.799213	0
1.62598	0.799213	0
1.65354	0.799213	0
1.6811	0.799213	0
1.70866	0.799213	0
1.73622	0.799213	0
1.76378	0.799213	0
1.79134	0.799213	0
1.8189	0.799213	0
1.84646	0.799213	0
1.87402	0.799213	0
1.90157	0.799213	0
1.92913	0.799213	0
1.95669	0.799213	0
1.98425	0.799213	0
2.01181	0.799213	0
2.03937	0.799213	0
2.06693	0.799213	0
2.09449	0.799213	0
2.12205	0.799213	0
2.14961	0.799213	0
2.17717	0.799213	0
2.20472	0.799213	0
2.23228	0.799213	0
2.25984	0.799213	0
2.2874	0.799213	0
2.31496	0.799213	0
2.34252	0.799213	0
2.37008	0.799213	0
2.39764	0.799213	0
2.4252	0.799213	0
2.45276	0.799213	0
2.48031	0.799213	0
2.50787	0.799213	0
2.53543	0.799213	0
2.56299	0.799213	0
2.59055	0.799213	0
2.61811	0.799213	0
2.64567	0.799213	0
2.67323	0.799213	0
2.70079	0.799213	0
2.72835	0.799213	0
2.75591	0.799213	0
2.78346	0.799213	0
2.81102	0.799213	0
2.83858	0.799213	0
2.86614	0.799213	0
2.8937	0.799213	0
2.92126	0.799213	0
2.94882	0.799213	0
2.97638	0.799213	0
3.00394	0.799213	0
3.0315	0.799213	0
3.05906	0.799213	0
3.08661	0.799213	0
3.11417	0.799213	0
3.14173	0.799213	0
3.16929	0.799213	0
3.19685	0.799213	0
3.22441	0.799213	0
3.25197	0.799213	0
3.27953	0.799213	0
3.30709	0.799213	0
3.33465	0.799213	0
3.3622	0.799213	0
3.38976	0.799213	0
3.41732	0.799213	0
3.44488	0.799213	0
3.47244	0.799213	0
3.5	0.799213	0

0	0.826772	200
0.0275591	0.826772	0
0.0551181	0.826772	0
0.0826772	0.826772	0
0.110236	0.826772	0
0.137795	0.826772	0
0.165354	0.826772	0
0.192913	0.826772	0
0.220472	0.826772	0
0.248031	0.826772	0
0.275591	0.826772	0
0.30315	0.826772	0
0.330709	0.826772	0
0.358268	0.826772	0
0.385827	0.826772	0
0.413386	0.826772	0
0.440945	0.826772	0
0.468504	0.826772	0
0.496063	0.826772	0
0.523622	0.826772	0
0.551181	0.826772	0
0.57874	0.826772	0
0.606299	0.826772	0
0.633858	0.826772	0
0.661417	0.826772	0
0.688976	0.826772	0
0.716535	0.826772	0
0.744094	0.826772	0
0.771654	0.826772	0
0.799213	0.826772	0
0.826772	0.826772	0
0.854331	0.826772	0
0.88189	0.826772	0
0.909449	0.826772	0
0.937008	0.826772	0
0.964567	0.826772	0
0.992126	0.826772	0
1.01969	0.826772	0
1.04724	0.826772	0
1.0748	0.826772	0
1.10236	0.826772	0
1.12992	0.826772	0
1.15748	0.826772	0
1.18504	0.826772	0
1.2126	0.826772	0
1.24016	0.826772	0
1.26772	0.826772	0
1.29528	0.826772	0
1.32283	0.826772	0
1.35039	0.826772	0
1.37795	0.826772	0
1.40551	0.826772	0
1.43307	0.826772	0
1.46063	0.826772	0
1.48819	0.826772	0
1.51575	0.826772	0
1.54331	0.826772	0
1.57087	0.826772	0
1.59843	0.826772	0
1.62598	0.826772	0
1.65354	0.826772	0
1.6811	0.826772	0
1.70866	0.826772	0
1.73622	0.826772	0
1.76378	0.826772	0
1.79134	0.826772	0
1.8189	0.826772	0
1.84646	0.826772	0
1.87402	0.826772	0
1.90157	0.826772	0
1.92913	0.826772	0
1.95669	0.826772	0
1.98425	0.826772	0
2.01181	0.826772	0
2.03937	0.826772	0
2.06693	0.826772	0
2.09449	0.826772	0
2.12205	0.826772	0
2.14961	0.826772	0
2.17717	0.826772	0
2.20472	0.826772	0
2.23228	0.826772	0
2.25984	0.826772	0
2.2874	0.826772	0
2.31496	0.826772	0
2.34252	0.826772	0
2.37008	0.826772	0
2.39764	0.826772	0
2.4252	0.826772	0
2.45276	0.826772	0
2.48031	0.826772	0
2.50787	0.826772	0
2.53543	0.826772	0
2.56299	0.826772	0
2.59055	0.826772	0
2.61811	0.826772	0
2.64567	0.826772	0
2.67323	0.826772	0
2.70079	0.826772	0
2.72835	0.826772	0
2.75591	0.826772	0
2.78346	0.826772	0
2.81102	0.826772	0
2.83858	0.826772	0
2.86614	0.826772	0
2.8937	0.826772	0
2.92126	0.826772	0
2.94882	0.826772	0
2.97638	0.826772	0
3.00394	0.826772	0
3.0315	0.826772	0
3.05906	0.826772	0
3.08661	0.826772	0
3.11417	0.826772	0
3.14173	0.826772	0
3.16929	0.826772	0
3.19685	0.826772	0
3.22441	0.826772	0
3.25197	0.826772	0
3.27953	0.826772	0
3.30709	0.826772	0
3.33465	0.826772	0
3.3622	0.826772	0
3.38976	0.826772	0
3.41732	0.826772	0
3.44488	0.826772	0
3.47244	0.826772	0
3.5	0.826772	0

0	0.854331	200
0.0275591	0.854331	0
0.0551181	0.854331	0
0.0826772	0.854331	0
0.110236	0.854331	0
0.137795	0.854331	0
0.165354	0.854331	0
0.192913	0.854331	0
0.220472	0.854331	0
0.248031	0.854331	0
0.275591	0.854331	0
0.30315	0.854331	0
0.330709	0.854331	0
0.358268	0.854331	0
0.385827	0.854331	0
0.413386	0.854331	0
0.440945	0.854331	0
0.468504	0.854331	0
0.496063	0.854331	0
0.523622	0.854331	0
0.551181	0.854331	0
0.57874	0.854331	0
0.606299	0.854331	0
0.633858	0.854331	0
0.661417	0.854331	0
0.688976	0.854331	0
0.716535	0.854331	0
0.744094	0.854331	0
0.771654	0.854331	0
0.799213	0.854331	0
0.826772	0.854331	0
0.854331	0.854331	0
0.88189	0.854331	0
0.909449	0.854331	0
0.937008	0.854331	0
0.964567	0.854331	0
0.992126	0.854331	0
1.01969	0.854331	0
1.04724	0.854331	0
1.0748	0.854331	0
1.10236	0.854331	0
1.12992	0.854331	0
1.15748	0.854331	0
1.18504	0.854331	0
1.2126	0.854331	0
1.24016	0.854331	0
1.26772	0.854331	0
1.29528	0.854331	0
1.32283	0.854331	0
